,movieId,title,genres,rating_avg,year,total_votes
3837,5385,"Last Waltz, The ",Documentary,4.5,1978,1.0
7136,71302,Attack of the 50 Foot Woman ,Comedy|Sci-Fi,4.5,1958,1.0
7123,71131,"Most Hated Family in America, The ",Documentary,4.5,2007,2.0
8408,110591,Oculus ,Horror,4.5,2013,1.0
3195,4307,"Fast Food, Fast Women ",Comedy|Romance,4.5,2000,1.0
8422,111146,Alpha and Omega 3: The Great Wolf Games ,Action|Adventure|Animation|Children|Comedy,4.5,2014,1.0
3212,4338,Twelve O'Clock High ,Drama|War,4.5,1949,1.0
7481,82366,Hatchet II ,Comedy|Horror|Thriller,4.5,2010,1.0
3972,5603,"Lavender Hill Mob, The ",Comedy|Crime,4.5,1951,2.0
7121,71108,"White Ribbon, The (Das weiße Band) ",Drama|Mystery,4.5,2009,1.0
4430,6545,I Capture the Castle ,Drama|Romance,4.5,2003,1.0
3250,4393,Another Woman ,Drama,4.5,1988,1.0
3238,4374,Let It Snow ,Comedy|Romance,4.5,1999,1.0
3227,4357,How to Marry a Millionaire ,Comedy|Drama|Romance,4.5,1953,1.0
1082,1406,La Cérémonie ,Crime|Drama|Mystery|Thriller,4.5,1995,2.0
7594,86487,Mildred Pierce ,Drama,4.5,2011,1.0
6660,57183,Like Stars on Earth (Taare Zameen Par) ,Drama,4.5,2007,2.0
4421,6533,"What's Up, Doc? ",Comedy,4.5,1972,1.0
8394,109971,Ocho apellidos vascos ,Comedy,4.5,2014,1.0
8402,110350,Free to Play ,Documentary,4.5,2014,1.0
3215,4342,Big Eden ,Drama|Romance,4.5,2000,1.0
4095,5867,Thief ,Crime|Drama|Thriller,4.5,1981,2.0
845,1112,Palookaville ,Action|Comedy|Drama,4.5,1996,2.0
8401,110330,Me and you (io e te) ,Drama,4.5,2012,1.0
6606,55687,My Kid Could Paint That ,Documentary,4.5,2007,1.0
7110,70708,Tetro ,Drama|Mystery,4.5,2009,1.0
6624,56060,I Served the King of England (Obsluhoval jsem anglického krále) ,Comedy|Drama|Romance|War,4.5,2006,1.0
7566,85736,BURN-E ,Adventure|Animation|Children|Sci-Fi,4.5,2008,3.0
4110,5890,Elling ,Comedy|Drama,4.5,2001,2.0
8445,111913,Lilting ,Drama,4.5,2014,1.0
7933,95633,Spirit Camp ,Horror,4.5,2009,1.0
6559,55020,"Ten, The ",Comedy,4.5,2007,1.0
6513,53883,"Power of Nightmares, The: The Rise of the Politics of Fear ",Documentary,4.5,2004,1.0
7956,96084,Hands Over the City (Le mani sulla città) ,Drama,4.5,1963,1.0
3608,4956,"Stunt Man, The ",Action|Adventure|Comedy|Drama|Romance|Thriller,4.5,1980,3.0
4128,5938,Deathtrap ,Comedy|Crime|Mystery|Thriller,4.5,1982,2.0
7254,74342,"Captain Newman, M.D. ",Comedy|Drama|War,4.5,1963,1.0
7534,84799,"Asphyx, The ",Horror|Sci-Fi,4.5,1973,1.0
3847,5404,84 Charing Cross Road ,Drama|Romance,4.5,1987,3.0
4122,5919,Android ,Sci-Fi,4.5,1982,2.0
8457,112334,"Internet's Own Boy: The Story of Aaron Swartz, The ",Documentary,4.5,2014,1.0
7940,95761,Killer Joe ,Crime|Thriller,4.5,2011,1.0
8553,115828,Copenhagen ,Adventure|Drama|Romance,4.5,2014,1.0
6423,51314,Golden Door (Nuovomondo) ,Adventure|Drama|Romance,4.5,2006,1.0
6420,51167,My Father and My Son (Babam ve oglum) ,Drama,4.5,2005,1.0
8560,116411,Tangerines ,Drama,4.5,2013,1.0
7520,84246,It Happened on Fifth Avenue ,Comedy|Romance,4.5,1947,1.0
7935,95690,Some Guy Who Kills People ,Comedy|Thriller,4.5,2011,1.0
6404,50851,Cocaine Cowboys ,Documentary,4.5,2006,2.0
4116,5901,Empire ,Crime|Drama,4.5,2002,1.0
7535,84844,Brother 2 (Brat 2) ,Crime|Drama,4.5,2000,1.0
7192,72554,Cell 211 (Celda 211) ,Action|Drama,4.5,2009,1.0
4503,6665,Dracula ,Horror|Romance,4.5,1979,1.0
7170,71999,Aelita: The Queen of Mars (Aelita) ,Action|Adventure|Drama|Fantasy|Romance|Sci-Fi|Thriller,4.5,1924,1.0
8465,112515,"Babadook, The ",Drama|Horror|Thriller,4.5,2014,3.0
6597,55391,10th & Wolf ,Crime|Drama|Thriller,4.5,2006,1.0
7172,72104,Balance ,Animation|Drama|Mystery|Sci-Fi|Thriller,4.5,1989,1.0
7065,69529,Home ,Documentary,4.5,2009,2.0
7918,95313,Jack-Jack Attack ,Adventure|Animation|Children|Comedy,4.5,2005,1.0
7178,72178,Welcome to Dongmakgol ,Comedy|Drama|War,4.5,2005,1.0
3600,4942,"Angry Red Planet, The ",Sci-Fi,4.5,1959,1.0
3173,4273,Under the Sand ,Drama,4.5,2000,2.0
8476,112868,"Signal, The ",Sci-Fi|Thriller,4.5,2014,1.0
895,1192,Paris Is Burning ,Documentary,4.5,1990,5.0
8479,112940,A Most Wanted Man ,Thriller,4.5,2014,1.0
7963,96373,Broken ,Drama,4.5,2012,1.0
7497,82857,Sweetgrass ,Adventure|Documentary|Western,4.5,2009,1.0
3911,5498,Red Beard (Akahige) ,Drama,4.5,1965,1.0
8485,113275,The Hundred-Foot Journey ,Comedy|Drama,4.5,2014,1.0
1242,1652,Year of the Horse ,Documentary,4.5,1997,1.0
7073,69720,Hood of Horror ,Comedy|Drama|Horror,4.5,2006,1.0
4077,5817,Ararat ,Drama|War,4.5,2002,1.0
7055,69394,"Stoning of Soraya M., The ",Crime|Drama,4.5,2008,1.0
799,1046,Beautiful Thing ,Drama|Romance,4.5,1996,4.0
8156,102338,Shaolin Temple (Shao Lin si) ,Action|Adventure|Drama,4.5,1976,1.0
4120,5912,Hit the Bank (Vabank) ,Comedy|Crime,4.5,1981,1.0
6768,60030,Spiral ,Drama|Horror|Thriller,4.5,2007,1.0
8300,106594,Red Flag ,Comedy|Drama|Romance,4.5,2012,1.0
7801,92243,"Flowers of War, The (Jin líng shí san chai) ",Drama|War,4.5,2011,1.0
7729,90576,What's Your Number? ,Comedy|Romance,4.5,2011,1.0
3734,5181,Hangar 18 ,Action|Sci-Fi|Thriller,4.5,1980,2.0
7367,79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy ,Documentary,4.5,2004,1.0
4233,6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) ,Romance|Thriller,4.5,2002,1.0
8163,102666,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) ,Adventure|Comedy,4.5,1973,1.0
4050,5764,Looker ,Drama|Horror|Sci-Fi|Thriller,4.5,1981,1.0
3389,4612,Jesus of Montreal (Jésus de Montréal) ,Drama,4.5,1989,1.0
8106,100553,Frozen Planet ,Documentary,4.5,2011,2.0
8092,100194,Jim Jefferies: Fully Functional (EPIX) ,Comedy,4.5,2012,1.0
8090,100159,Sightseers ,Comedy,4.5,2012,1.0
7699,89837,Kill List ,Horror|Mystery|Thriller,4.5,2011,1.0
7690,89582,Cold Fish (Tsumetai nettaigyo) ,Drama|Thriller,4.5,2010,2.0
3416,4645,Cure ,Crime|Horror|Thriller,4.5,1997,1.0
1179,1571,When the Cat's Away (Chacun cherche son chat) ,Comedy|Romance,4.5,1996,2.0
6783,60333,Encounters at the End of the World ,Documentary,4.5,2008,3.0
4414,6515,You Only Live Once ,Crime|Film-Noir,4.5,1937,1.0
1165,1545,Ponette ,Drama,4.5,1996,2.0
4312,6300,Flickering Lights (Blinkende lygter) ,Action|Comedy|Crime,4.5,2000,3.0
4078,5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) ",Drama|Romance,4.5,2002,1.0
6855,62208,"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) ",Drama,4.5,1954,1.0
8217,103685,"Field in England, A ",Drama|Fantasy|Thriller|War,4.5,2013,1.0
3725,5155,"Big Bird Cage, The ",Action,4.5,1972,1.0
7782,91784,Girl Walks Into a Bar ,Comedy|Drama|Fantasy,4.5,2011,1.0
2053,2732,Jules and Jim (Jules et Jim) ,Drama|Romance,4.5,1961,5.0
1160,1533,"Promise, The (La promesse) ",Drama,4.5,1996,2.0
6813,60943,Frozen River ,Drama,4.5,2008,1.0
6942,65225,Zeitgeist: Addendum ,Documentary,4.5,2008,1.0
8207,103483,V/H/S/2 ,Horror|Thriller,4.5,2013,1.0
6788,60408,Welcome to the Sticks (Bienvenue chez les Ch'tis) ,Comedy,4.5,2008,2.0
8275,105540,"All Dogs Christmas Carol, An ",Animation|Children|Comedy|Musical,4.5,1998,1.0
4061,5786,Paid in Full ,Action|Drama,4.5,2002,1.0
8277,105593,Filth ,Comedy|Crime|Drama,4.5,2013,2.0
7789,91947,"Revenant, The ",Comedy|Horror,4.5,2009,1.0
8180,102984,Inhuman Resources (Redd Inc.) ,Horror|Thriller,4.5,2012,1.0
8281,105746,UnHung Hero ,Documentary,4.5,2013,1.0
8323,107408,Only Old Men Are Going to Battle (V boy idut odni stariki) ,Comedy|Drama|War,4.5,1973,1.0
6728,59018,"Visitor, The ",Drama|Romance,4.5,2007,1.0
7817,92643,Monsieur Lazhar ,Children|Comedy|Drama,4.5,2011,2.0
6678,57843,Rise of the Footsoldier ,Action|Crime|Drama,4.5,2007,1.0
7440,81087,Luck by Chance ,Drama,4.5,2009,1.0
7863,93988,North & South ,Drama|Romance,4.5,2004,1.0
8033,98154,Lincoln ,Drama|War,4.5,2012,4.0
7634,87660,Too Big to Fail ,Drama,4.5,2011,1.0
7452,81535,Saw VII 3D - The Final Chapter ,Horror|Mystery|Thriller,4.5,2010,1.0
7308,76301,"Emperor's New Groove 2: Kronk's New Groove, The ",Animation|Children|Comedy|Romance,4.5,2005,1.0
8349,108540,Ernest & Célestine (Ernest et Célestine) ,Adventure|Animation|Children|Comedy|Drama|Romance,4.5,2012,1.0
3782,5288,"Atomic Cafe, The ",Documentary|War,4.5,1982,2.0
4005,5657,Flashback ,Action|Adventure|Comedy|Crime|Drama,4.5,1990,1.0
7358,78620,"Scalphunters, The ",Comedy|Western,4.5,1968,1.0
3996,5637,Flirting ,Drama,4.5,1991,2.0
7610,86892,The Man from Nowhere ,Action|Crime|Thriller,4.5,2010,3.0
8360,108981,Nymphomaniac: Volume II ,Drama|Mystery,4.5,2013,1.0
8362,109161,Venus in Fur (La Vénus à la fourrure) ,Drama,4.5,2013,1.0
8571,116817,Rudderless ,Comedy|Drama,4.5,2014,1.0
7303,76143,"Bone Man, The (Der Knochenmann) ",Crime|Thriller,4.5,2009,1.0
1928,2557,I Stand Alone (Seul contre tous) ,Drama|Thriller,4.5,1998,1.0
3981,5614,"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le) ",Drama|Romance,4.5,2001,1.0
6692,58291,College Road Trip ,Comedy,4.5,2008,1.0
7860,93855,God Bless America ,Comedy|Drama,4.5,2011,1.0
8047,98604,From Up on Poppy Hill (Kokuriko-zaka kara) ,Animation|Drama|Romance,4.5,2011,1.0
7668,88932,Final Destination 5 ,Horror|Thriller|IMAX,4.5,2011,1.0
7677,89090,Bill Cunningham New York ,Documentary,4.5,2011,1.0
6718,58842,Assembly (Ji jie hao) ,Action|Drama|War,4.5,2007,1.0
8325,107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) ",Comedy|Romance,4.5,1967,1.0
8329,107462,Ninja: Shadow of a Tear ,Action|Crime|Thriller,4.5,2013,1.0
8331,107630,High School ,Comedy,4.5,2010,1.0
2107,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) ,Drama|Romance,4.5,1997,1.0
7344,78142,Baarìa ,Comedy|Drama|War,4.5,2009,1.0
3695,5095,"Scotland, Pa. ",Comedy|Crime,4.5,2001,1.0
7005,67888,Man on the Flying Trapeze ,Comedy,4.5,1935,1.0
3260,4407,Salvador ,Drama|Thriller|War,4.5,1986,1.0
6700,58309,War Dance ,Documentary,4.5,2007,1.0
7326,77688,Three Men and a Cradle (3 hommes et un couffin) ,Comedy,4.5,1985,1.0
4091,5849,I'm Starting From Three (Ricomincio da Tre) ,Comedy,4.5,1981,1.0
7672,89039,Another Earth ,Drama|Romance|Sci-Fi,4.5,2011,1.0
813,1066,Shall We Dance ,Comedy|Musical|Romance,4.5,1937,4.0
3451,4708,Marat/Sade ,Drama|Musical,4.5,1966,2.0
8048,98607,Redline ,Action|Animation|Sci-Fi,4.5,2009,1.0
3272,4429,Moby Dick ,Drama,4.5,1956,2.0
6187,44931,Secrets of a Soul (Geheimnisse einer Seele) ,Drama,4.5,1926,1.0
6403,50842,"Boss of It All, The (Direktøren for det hele) ",Comedy|Drama,4.5,2006,2.0
2682,3592,"Time Masters (Maîtres du temps, Les) ",Animation|Sci-Fi,4.5,1982,1.0
9267,157108,Texas - Doc Snyder hält die Welt in Atem ,Comedy|Western,4.5,1993,1.0
9268,157110,00 Schneider - Jagd auf Nihil Baxter ,Comedy|Crime,4.5,1994,1.0
4967,7572,Wit ,Drama,4.5,2001,1.0
9301,158966,Captain Fantastic ,Drama,4.5,2016,5.0
9304,159069,Comedy of the Strict Regime ,Comedy,4.5,1993,1.0
9307,159161,Ali Wong: Baby Cobra ,(no genres listed),4.5,2016,1.0
5564,26736,Riki-Oh: The Story of Ricky (Lik Wong) ,Action|Crime|Thriller,4.5,1991,1.0
5559,26713,Days of Being Wild (A Fei jingjyuhn) ,Drama|Romance,4.5,1990,1.0
9321,159976,Pelé: Birth of a Legend ,Drama,4.5,2016,1.0
9324,160289,O.J.: Made in America ,Documentary,4.5,2016,1.0
9330,160527,Sympathy for the Underdog ,Action|Crime|Drama,4.5,1971,1.0
9340,160718,Piper ,Animation,4.5,2016,2.0
9343,160848,The Red Turtle ,Animation,4.5,2016,1.0
9349,161024,Jim Jefferies: Freedumb ,Comedy,4.5,2016,1.0
1707,2295,"Impostors, The ",Comedy,4.5,1998,2.0
4973,7614,Oklahoma! ,Musical|Romance|Western,4.5,1955,2.0
4974,7615,Desert Hearts ,Drama,4.5,1985,1.0
9373,162602,The Girl on the Train ,Thriller,4.5,2016,1.0
2649,3546,What Ever Happened to Baby Jane? ,Drama|Horror|Thriller,4.5,1962,2.0
5536,26603,Prince of Darkness ,Fantasy|Horror|Sci-Fi|Thriller,4.5,1987,1.0
9391,163985,ARQ ,Sci-Fi|Thriller,4.5,2016,1.0
5521,26528,Anne of Green Gables ,Children|Drama,4.5,1985,3.0
5519,26524,"Times of Harvey Milk, The ",Documentary,4.5,1984,2.0
9394,164226,Maximum Ride ,Action|Adventure|Comedy|Fantasy|Sci-Fi|Thriller,4.5,2016,1.0
9405,164917,13th ,Documentary,4.5,2016,2.0
9416,165551,Lion ,Drama,4.5,2016,1.0
9420,165671,Ice Guardians ,Documentary,4.5,2016,1.0
5495,26359,1900 (Novecento) ,Drama|War,4.5,1976,1.0
5489,26326,"Holy Mountain, The (Montaña sagrada, La) ",Drama,4.5,1973,2.0
9259,156605,Paterson,(no genres listed),4.5,,1.0
5604,26985,Nirvana ,Action|Sci-Fi,4.5,1997,1.0
9098,143896,How To Change The World ,Documentary,4.5,2015,1.0
5622,27176,Style Wars ,Documentary,4.5,1983,1.0
9104,144478,"Sex, Drugs & Taxation ",Comedy|Drama,4.5,2013,1.0
9110,144734,Freaks of Nature ,Comedy|Horror|Sci-Fi,4.5,2015,1.0
9111,144976,Bone Tomahawk ,Horror|Western,4.5,2015,2.0
1735,2330,Hands on a Hard Body ,Comedy|Documentary,4.5,1996,2.0
5782,31435,Rory O'Shea Was Here (Inside I'm Dancing) ,Drama,4.5,2004,1.0
5736,30803,3-Iron (Bin-jip) ,Drama|Romance,4.5,2004,3.0
9150,147382,Doctor Who: Voyage Of The Damned ,Action|Sci-Fi,4.5,2007,3.0
5723,27869,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) ,Action|Drama|War,4.5,2004,1.0
4949,7459,Carandiru ,Crime|Drama,4.5,2003,1.0
5696,27776,Red Lights (Feux rouges) ,Drama,4.5,2004,1.0
9155,147936,The Lord's Lantern in Budapest ,Comedy|Drama,4.5,1999,1.0
5688,27744,"Facing Windows (Finestra di fronte, La) ",Drama|Romance,4.5,2003,1.0
9163,148632,Applesauce ,Comedy,4.5,2015,1.0
9166,148671,Saw ,Crime|Horror,4.5,2003,2.0
5682,27716,"Green Butchers, The (Grønne slagtere, De) ",Comedy|Crime|Drama|Romance,4.5,2003,1.0
9170,148881,World of Tomorrow ,Animation|Comedy,4.5,2015,2.0
5667,27627,Oasis ,Drama|Romance,4.5,2002,1.0
246,284,New York Cop (Nyû Yôku no koppu) ,Action|Crime,4.5,1993,1.0
5666,27619,"Lion King 1½, The ",Adventure|Animation|Children|Comedy,4.5,2004,2.0
3097,4157,"Price of Milk, The ",Comedy|Drama|Fantasy|Romance,4.5,2000,1.0
2735,3673,Benji the Hunted ,Adventure|Children,4.5,1987,2.0
2299,3046,"Incredibly True Adventure of Two Girls in Love, The ",Comedy|Romance,4.5,1995,2.0
1722,2314,Beloved ,Drama,4.5,1998,2.0
9189,149830,Pride and Prejudice and Zombies ,Comedy|Horror|Romance|Thriller,4.5,2016,1.0
9197,150696,Tomorrow ,Documentary,4.5,2015,1.0
5650,27480,Dead or Alive 2: Tôbôsha ,Action|Crime|Thriller,4.5,2000,1.0
9227,152105,Dad's Army ,Comedy,4.5,1971,1.0
5638,27370,Late Night Shopping ,Comedy,4.5,2001,1.0
5634,27328,Monday ,Action|Comedy|Crime|Fantasy|Thriller,4.5,2000,1.0
9436,166568,Miss Sloane ,Thriller,4.5,2016,2.0
9446,167380,A Dog's Purpose ,Comedy|Drama,4.5,2017,1.0
9449,167634,Fist Fight ,Comedy,4.5,2017,1.0
9455,167854,"Dana Carvey: Straight White Male, 60 ",Comedy,4.5,2016,1.0
9613,176751,American Made ,Crime|Thriller,4.5,2017,2.0
5406,25769,"Steamboat Bill, Jr. ",Comedy|Romance,4.5,1928,1.0
9616,177185,Maz Jobrani: Immigrant ,Comedy,4.5,2017,1.0
9622,177939,"The Night Is Short, Walk on Girl ",Animation|Romance,4.5,2017,1.0
2506,3353,"Closer You Get, The ",Comedy|Romance,4.5,2000,1.0
5091,8025,The Thief ,Drama,4.5,1997,1.0
5307,8800,Code 46 ,Romance|Sci-Fi,4.5,2003,1.0
5303,8795,Musa the Warrior (Musa) ,Action|Adventure|Drama|War,4.5,2001,1.0
2486,3315,Happy Go Lovely ,Musical,4.5,1951,1.0
9652,180265,Jim & Andy: The Great Beyond ,Documentary,4.5,2017,1.0
9655,180777,Die Frauen von Ravensbrück ,Documentary,4.5,2005,1.0
9661,181413,Too Funny to Fail: The Life and Death of The Dana Carvey Show ,(no genres listed),4.5,2017,1.0
9670,182731,Pixel Perfect ,Children|Comedy|Sci-Fi,4.5,2004,1.0
9680,183317,Patti Rocks ,Comedy|Drama,4.5,1988,1.0
5217,8511,"Immigrant, The ",Comedy,4.5,1917,1.0
9685,183959,Tom Segura: Disgraceful ,Comedy,4.5,2018,1.0
2471,3289,Not One Less (Yi ge dou bu neng shao) ,Drama,4.5,1999,1.0
5205,8484,"Human Condition I, The (Ningen no joken I) ",Drama|War,4.5,1959,1.0
2453,3266,Man Bites Dog (C'est arrivé près de chez vous) ,Comedy|Crime|Drama|Thriller,4.5,1992,6.0
5202,8477,"Jetée, La ",Romance|Sci-Fi,4.5,1962,2.0
9700,185031,Alpha ,Adventure|Thriller,4.5,2018,1.0
9712,188189,Sorry to Bother You ,Comedy|Fantasy|Sci-Fi,4.5,2018,1.0
9715,188751,Mamma Mia: Here We Go Again! ,Comedy|Romance,4.5,2018,1.0
5183,8405,Hour of the Wolf (Vargtimmen) ,Drama|Horror,4.5,1968,2.0
9717,188833,The Man Who Killed Don Quixote ,Adventure|Comedy|Fantasy,4.5,2018,1.0
9731,191005,Gintama ,Action|Adventure|Comedy|Sci-Fi,4.5,2017,1.0
2430,3241,"Cup, The (Phörpa) ",Comedy,4.5,1999,2.0
1629,2175,Déjà Vu ,Drama|Romance,4.5,1997,1.0
2411,3201,Five Easy Pieces ,Drama,4.5,1970,8.0
9606,176413,Bliss ,Drama,4.5,2012,1.0
2375,3152,"Last Picture Show, The ",Drama,4.5,1971,8.0
9589,175435,The Magic Ring ,Animation|Fantasy,4.5,1982,1.0
5450,26082,Harakiri (Seppuku) ,Drama,4.5,1962,3.0
2599,3475,"Place in the Sun, A ",Drama|Romance,4.5,1951,2.0
5481,26265,Dr. Phibes Rises Again ,Adventure|Comedy|Horror|Romance,4.5,1972,1.0
9460,168218,Kizumonogatari III: Cold Blood ,Animation|Fantasy|Mystery,4.5,2017,1.0
5038,7843,Lammbock ,Comedy,4.5,2001,1.0
9477,168846,Neal Brennan: 3 Mics ,Comedy,4.5,2017,1.0
9478,169034,Lemonade ,(no genres listed),4.5,2016,1.0
5052,7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) ,Action,4.5,1975,1.0
5474,26225,"Claire's Knee (Genou de Claire, Le) ",Comedy|Romance,4.5,1970,1.0
5461,26150,Andrei Rublev (Andrey Rublyov) ,Drama|War,4.5,1969,1.0
9514,171495,Cosmos,(no genres listed),4.5,,2.0
9526,171917,Mystère à la Tour Eiffel ,Drama|Mystery|Thriller,4.5,2015,1.0
5455,26122,Onibaba ,Drama|Horror|War,4.5,1964,1.0
5454,26116,"Hush... Hush, Sweet Charlotte ",Horror|Thriller,4.5,1964,2.0
9545,172825,Adventures of Mowgli: The Kidnapping ,Adventure|Animation|Children,4.5,1968,1.0
5407,25771,"Andalusian Dog, An (Chien andalou, Un) ",Fantasy,4.5,1929,4.0
5447,26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) ,Drama,4.5,1960,1.0
5445,26048,"Human Condition II, The (Ningen no joken II) ",Drama|War,4.5,1959,1.0
5443,26003,Night and Fog (Nuit et brouillard) ,Crime|Documentary|War,4.5,1955,1.0
5065,7939,Through a Glass Darkly (Såsom i en spegel) ,Drama,4.5,1961,1.0
9554,173235,Tokyo Idols ,Documentary,4.5,2017,1.0
9559,173317,Shadow World ,Documentary,4.5,2016,1.0
5066,7940,The Magician ,Drama,4.5,1958,1.0
9562,173535,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger ,(no genres listed),4.5,1980,1.0
2524,3384,"Taking of Pelham One Two Three, The ",Action|Crime,4.5,1974,4.0
2523,3379,On the Beach ,Drama,4.5,1959,1.0
9580,174909,Logan Lucky ,Comedy,4.5,2017,1.0
5070,7976,Ken Park ,Drama,4.5,2002,1.0
5413,25805,"Atalante, L' ",Comedy|Drama|Romance,4.5,1934,1.0
5844,32469,We're No Angels ,Comedy|Crime|Drama,4.5,1955,1.0
7516,84156,Happy People: A Year in the Taiga ,Documentary,4.5,2010,1.0
5845,32511,"Touch of Zen, A (Xia nu) ",Action|Adventure,4.5,1971,1.0
8918,135777,Golmaal ,Children|Comedy,4.5,2006,1.0
8732,127116,Experimenter ,Drama,4.5,2015,1.0
6018,38159,"Short Film About Love, A (Krótki film o milosci) ",Drama|Romance,4.5,1988,1.0
2247,2984,On Any Sunday ,Documentary,4.5,1971,1.0
3043,4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) ",Drama|Thriller,4.5,2000,2.0
5956,34450,Miracles - Mr. Canton and Lady Rose ,Action|Comedy|Crime|Drama,4.5,1989,1.0
348,391,Jason's Lyric ,Crime|Drama,4.5,1994,1.0
346,389,"Colonel Chabert, Le ",Drama|Romance|War,4.5,1994,2.0
6231,46105,I Am a Sex Addict ,Comedy|Documentary|Romance,4.5,2005,1.0
8718,126090,Hedgehog in the Fog ,Animation,4.5,1975,1.0
4718,7037,High Heels (Tacones lejanos) ,Comedy|Drama,4.5,1991,1.0
8989,139157,Massu Engira Maasilamani ,Comedy|Horror|Thriller,4.5,2015,1.0
8706,124273,Kevin Smith: Too Fat For 40 ,Comedy,4.5,2010,1.0
9005,140038,Madly in Love ,Comedy,4.5,1981,1.0
8701,123200,Jim Jefferies: I Swear to God ,Comedy,4.5,2009,1.0
9008,140162,Love ,Drama|Romance,4.5,2015,1.0
1382,1893,Beyond Silence (Jenseits der Stille) ,Drama,4.5,1996,1.0
8772,128900,The Natural Love ,Documentary,4.5,1996,1.0
5926,33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) ",Comedy|Crime|Thriller,4.5,2004,1.0
6247,46855,Army of Shadows (L'armée des ombres) ,Action|Drama|Thriller|War,4.5,1969,1.0
9017,140481,"Family Guy Presents: Something, Something, Something, Dark Side ",Animation|Comedy|Sci-Fi,4.5,2009,1.0
5915,33779,Eddie Izzard: Dress to Kill ,Comedy,4.5,1999,2.0
9027,140816,Tangerine ,Comedy|Drama,4.5,2015,1.0
5900,33564,Divorce - Italian Style (Divorzio all'italiana) ,Comedy,4.5,1961,2.0
8945,136540,The FP ,Comedy,4.5,2012,1.0
441,506,Orlando ,Drama|Fantasy|Romance,4.5,1992,2.0
2262,3003,Train of Life (Train de vie) ,Comedy|Drama|Romance|War,4.5,1998,2.0
8888,134334,Phir Hera Pheri ,Comedy,4.5,2006,1.0
1350,1836,"Last Days of Disco, The ",Comedy|Drama,4.5,1998,3.0
8779,128991,Johnny Express ,Animation|Comedy|Sci-Fi,4.5,2014,1.0
6130,43684,Something New ,Comedy|Drama|Romance,4.5,2006,1.0
8755,128099,Jim Jefferies: BARE ,Comedy,4.5,2014,1.0
8811,130840,Spring ,Horror|Romance|Sci-Fi,4.5,2015,1.0
6100,42422,Voices of a Distant Star (Hoshi no koe) ,Animation|Drama|Romance|Sci-Fi,4.5,2003,1.0
8814,130976,Legend No. 17 ,Drama,4.5,2013,1.0
8817,131023,That Sugar Film ,Documentary,4.5,2014,1.0
8819,131104,The Brain ,Comedy|Crime,4.5,1969,1.0
6085,41828,Don't Look Now: We're Being Shot At (La grande vadrouille) ,Comedy|War,4.5,1966,1.0
6168,44633,"Devil and Daniel Johnston, The ",Documentary,4.5,2005,1.0
8833,131920,The Road Within ,Comedy|Drama,4.5,2014,1.0
8847,132496,Danny Collins ,Comedy|Drama,4.5,2015,1.0
8753,128089,Kevin Hart: I'm a Grown Little Man ,Comedy,4.5,2009,1.0
6083,41724,Wal-Mart: The High Cost of Low Price ,Documentary,4.5,2005,1.0
8864,133716,Bootleggers ,Comedy|Crime,4.5,1961,1.0
6178,44777,Evil Aliens ,Comedy|Horror|Sci-Fi,4.5,2005,1.0
8871,133867,Barely Lethal ,Action|Adventure|Comedy,4.5,2015,1.0
6041,39516,Don't Move (Non ti muovere) ,Drama,4.5,2004,1.0
8747,127212,The Stanford Prison Experiment ,Drama|Thriller,4.5,2015,1.0
8882,134184,Elections Day ,Comedy,4.5,2007,1.0
8886,134252,That Munchhausen ,Comedy|Drama|Fantasy,4.5,1979,1.0
8887,134326,The Taming of the Scoundrel ,Comedy,4.5,1980,1.0
5891,33310,"Common Thread, A (a.k.a. Sequins) (Brodeuses) ",Drama|Romance,4.5,2004,1.0
6115,42761,Casper Meets Wendy ,Adventure|Children|Comedy|Fantasy,4.5,1998,1.0
4706,7023,"Wedding Banquet, The (Xi yan) ",Comedy|Drama|Romance,4.5,1993,1.0
4665,6969,"Dernier Combat, Le (Last Battle, The) ",Drama|Sci-Fi,4.5,1983,1.0
